,round,group,player_slot,ws,other_costs,cost_A,cost_B,production,lcoe,correction_factor,minimum_bid_rym,id_scenario
32,3,1,1,8.3,1.1,40.202690000000004,4.020269000000006,3704.6590150147713,44.22295900000001,0.8040538,55.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
33,3,1,2,7.7,0.99,42.40664,-0.42406640000000095,3380.599171369953,41.9825736,0.8481328,49.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
34,3,1,3,7.8,0.98,41.96962,-0.8393924000000013,3437.2208174516622,41.1302276,0.8393924,48.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
35,3,1,4,6.5,0.8,49.60391,-9.920781999999996,2625.3696471309936,39.683128,0.9920782,40.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
36,3,2,1,6.9,0.9,46.599399999999996,-4.659939999999999,2891.793697192464,41.93946,0.9319879999999999,45.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
37,3,2,2,6.4,0.8,50.464625,-10.092924999999994,2556.7585973306004,40.371700000000004,1.0092925,40.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
38,3,2,3,7.0,0.92,45.97765,-3.678211999999995,2956.235927864234,42.299438,0.919553,46.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
39,3,2,4,6.7,0.8,48.042229999999996,-9.608445999999994,2760.2544196832227,38.433784,0.9608445999999999,40.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
40,3,3,1,8.9,0.96,39.10021325274613,-1.5640085301098452,3990.3272687735966,37.536204722636285,0.79,47.514183193210485,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
41,3,3,2,7.1,1.18,45.36475,8.165654999999994,3019.760489755876,53.530404999999995,0.907295,59.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
42,3,3,3,5.9,1.1,55.727005,5.572700500000003,2203.80697148829,61.2997055,1.1145401,55.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
43,3,3,4,5.2,1.14,67.51520365647069,9.452128511905883,1693.6122771870748,76.96733216837657,1.29,59.664598580136875,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
44,3,4,1,5.7,1.12,58.34755499999999,7.001706599999999,2059.071224897595,65.34926159999999,1.1669511,56.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
45,3,4,2,9.0,1.15,38.9311159427737,5.83966739141605,4034.143044805663,44.77078333418975,0.79,56.67187763821487,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
46,3,4,3,5.6,1.1,60.175095,6.017509500000003,1986.2186485554405,66.1926045,1.2035019,55.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
47,3,4,4,8.3,1.02,40.202690000000004,0.8040537999999984,3704.6590150147713,41.0067438,0.8040538,51.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
48,4,1,1,8.0,0.97,41.11956,-1.2335867999999977,3547.3526180837684,39.8859732,0.8223912,48.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
49,4,1,2,8.2,0.84,40.400960000000005,-6.464153600000003,3653.284405406161,33.9368064,0.8080192,42.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
50,4,1,3,5.1,1.03,69.3452381590247,2.080357144770744,1620.6598526034632,71.42559530379545,1.29,55.368678530073986,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
51,4,1,4,5.6,0.93,60.175095,-4.2122566500000005,1986.2186485554405,55.96283835,1.2035019,46.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
52,4,2,1,7.7,0.96,42.40664,-1.6962656000000038,3380.599171369953,40.7103744,0.8481328,48.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
53,4,2,2,8.3,1.2,40.202690000000004,8.040537999999998,3704.6590150147713,48.243228,0.8040538,60.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
54,4,2,3,8.2,1.18,40.400960000000005,7.2721728,3653.284405406161,47.673132800000005,0.8080192,59.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
55,4,2,4,8.3,1.06,40.202690000000004,2.4121614000000022,3704.6590150147713,42.614851400000006,0.8040538,53.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
56,4,3,1,8.0,0.86,41.11956,-5.756738400000003,3547.3526180837684,35.3628216,0.8223912,43.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
57,4,3,2,8.9,0.94,39.10021325274613,-2.346012795164768,3990.3272687735966,36.75420045758136,0.79,46.524304376685265,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
58,4,3,3,8.9,0.9,39.10021325274613,-3.910021325274613,3990.3272687735966,35.19019192747152,0.79,44.54454674363483,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
59,4,3,4,8.7,0.93,39.45100761491994,-2.7615705330443916,3899.430925071707,36.689437081875546,0.79,46.44232542009563,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
60,4,4,1,8.5,0.86,39.81853,-5.5745942,3804.1989632496698,34.2439358,0.7963706,43.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
61,4,4,2,5.3,0.92,65.6805164659142,-5.254441317273134,1766.7501763451485,60.42607514864106,1.29,46.84191871987679,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
62,4,4,3,6.7,1.14,48.042229999999996,6.725912199999996,2760.2544196832227,54.76814219999999,0.9608445999999999,56.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
63,4,4,4,6.2,1.04,52.346959999999996,2.0938784000000012,2417.4057379964315,54.4408384,1.0469392,52.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
64,5,1,1,6.2,0.93,52.346959999999996,-3.664287199999997,2417.4057379964315,48.6826728,1.0469392,46.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
65,5,1,2,6.4,1.2,50.464625,10.092924999999994,2556.7585973306004,60.55754999999999,1.0092925,60.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
66,5,1,3,7.2,0.93,44.760925,-3.133264749999995,3082.3461630779525,41.627660250000005,0.8952185,46.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
67,5,1,4,7.6,0.81,42.8516,-8.141804,3322.95250850423,34.709796,0.857032,40.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
68,5,2,1,5.8,0.88,56.98057,-6.837668399999998,2131.626659462528,50.1429016,1.1396114,44.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
69,5,2,2,8.8,1.14,39.2735133895224,5.49829187453313,3945.422474128707,44.77180526405553,0.79,56.673171220323454,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
70,5,2,3,5.3,1.19,65.6805164659142,12.479298128523695,1766.7501763451485,78.15981459443789,1.29,60.58900356157976,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
71,5,2,4,8.1,1.04,40.70666,1.6282664000000011,3600.84695020913,42.3349264,0.8141332,52.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
72,5,3,1,6.8,0.98,47.275729999999996,-0.9455146000000028,2826.4576240077954,46.33021539999999,0.9455146,48.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
73,5,3,2,6.5,1.2,49.60391,9.920781999999996,2625.3696471309936,59.524691999999995,0.9920782,59.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
74,5,3,3,7.2,0.95,44.760925,-2.2380462500000036,3082.3461630779525,42.52287875,0.8952185,47.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
75,5,3,4,8.7,1.1,39.45100761491994,3.945100761492,3899.430925071707,43.39610837641194,0.79,54.93178275495182,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
76,5,4,1,5.8,1.05,56.98057,2.849028500000003,2131.626659462528,59.8295985,1.1396114,52.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
77,5,4,2,5.6,0.88,60.175095,-7.221011400000002,1986.2186485554405,52.9540836,1.2035019,44.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
78,5,4,3,6.3,0.85,51.40119,-7.710178499999998,2487.4220738687186,43.6910115,1.0280238,42.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
79,5,4,4,7.7,1.15,42.40664,6.360996,3380.599171369953,48.767636,0.8481328,57.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
80,6,1,1,6.1,1.16,53.3012,8.528191999999997,2346.759967225184,61.829392,1.066024,57.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
81,6,1,2,8.0,0.87,41.11956,-5.345542799999997,3547.3526180837684,35.7740172,0.8223912,43.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
82,6,1,3,6.6,1.19,48.81842,9.275499799999999,2693.2139720893097,58.0939198,0.9763684,59.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
83,6,1,4,7.6,1.01,42.8516,0.4285160000000019,3322.95250850423,43.280116,0.857032,50.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
84,6,2,1,5.4,1.02,63.84389,1.276877799999994,1839.9646853205938,65.1207678,1.2768778,50.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
85,6,2,2,7.7,0.99,42.40664,-0.42406640000000095,3380.599171369953,41.9825736,0.8481328,49.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
86,6,2,3,5.8,1.0,56.98057,0.0,2131.626659462528,56.98057,1.1396114,50.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
87,6,2,4,8.2,1.03,40.400960000000005,1.2120287999999988,3653.284405406161,41.612988800000004,0.8080192,51.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
88,6,3,1,8.3,1.18,40.202690000000004,7.2364842,3704.6590150147713,47.439174200000004,0.8040538,59.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
89,6,3,2,6.0,0.84,54.48127,-8.7170032,2275.5401511823243,45.7642668,1.0896254,42.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
90,6,3,3,7.1,1.05,45.36475,2.268237500000005,3019.760489755876,47.632987500000006,0.907295,52.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
91,6,3,4,5.2,1.12,67.51520365647069,8.10182443877649,1693.6122771870748,75.61702809524718,1.29,58.61785123662572,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
92,6,4,1,6.1,0.91,53.3012,-4.7971080000000015,2346.759967225184,48.504092,1.066024,45.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
93,6,4,2,8.6,1.12,39.632690000000004,4.7559228000000076,3852.355352958242,44.38861280000001,0.7926538000000001,56.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
94,6,4,3,6.1,0.89,53.3012,-5.863132,2346.759967225184,47.438068,1.066024,44.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
95,6,4,4,6.8,1.19,47.275729999999996,8.982388699999994,2826.4576240077954,56.25811869999999,0.9455146,59.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
96,7,1,1,8.4,1.09,40.00854,3.600768600000002,3754.965449409183,43.609308600000006,0.8001708000000001,54.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
97,7,1,2,7.3,1.05,44.23306,2.2116530000000054,3143.974070805334,46.44471300000001,0.8846612,52.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
98,7,1,3,8.7,0.88,39.45100761491994,-4.734120913790392,3899.430925071707,34.716886701129546,0.79,43.945426203961446,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
99,7,1,4,6.7,1.18,48.042229999999996,8.6476014,2760.2544196832227,56.689831399999996,0.9608445999999999,59.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
100,7,2,1,8.5,1.14,39.81853,5.5745942,3804.1989632496698,45.3931242,0.7963706,57.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
101,7,2,2,6.2,1.19,52.346959999999996,9.945922399999994,2417.4057379964315,62.29288239999999,1.0469392,59.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
102,7,2,3,6.0,0.88,54.48127,-6.537752400000002,2275.5401511823243,47.9435176,1.0896254,44.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
103,7,2,4,7.5,1.01,43.304379999999995,0.4330438000000001,3264.2913304677227,43.737423799999995,0.8660876,50.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
104,7,3,1,8.9,0.83,39.10021325274613,-6.647036252966842,3990.3272687735966,32.45317699977929,0.79,41.07997088579656,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
105,7,3,2,5.2,0.94,67.51520365647069,-4.050912219388245,1693.6122771870748,63.464291437082444,1.29,49.19712514502515,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
106,7,3,3,6.3,0.93,51.40119,-3.598083299999999,2487.4220738687186,47.8031067,1.0280238,46.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
107,7,3,4,5.1,0.87,69.3452381590247,-9.01488096067321,1620.6598526034632,60.33035719835149,1.29,46.76771875841201,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
108,7,4,1,5.7,1.0,58.34755499999999,0.0,2059.071224897595,58.34755499999999,1.1669511,50.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
109,7,4,2,7.0,1.17,45.97765,7.816200499999994,2956.235927864234,53.79385049999999,0.919553,58.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
110,7,4,3,6.8,1.16,47.275729999999996,7.564116799999994,2826.4576240077954,54.83984679999999,0.9455146,57.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
111,7,4,4,5.0,0.9,71.16774157012966,-7.116774157012969,1548.0076471579075,64.0509674131167,1.29,49.65191272334627,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
112,8,1,1,6.1,1.04,53.3012,2.1320480000000046,2346.759967225184,55.433248000000006,1.066024,52.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
113,8,1,2,6.7,1.0,48.042229999999996,0.0,2760.2544196832227,48.042229999999996,0.9608445999999999,50.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
114,8,1,3,5.0,0.89,71.16774157012966,-7.828451572714265,1548.0076471579075,63.3392899974154,1.29,49.100224804197985,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
115,8,1,4,8.2,0.92,40.400960000000005,-3.2320768000000015,3653.284405406161,37.1688832,0.8080192,46.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
116,8,2,1,7.7,0.98,42.40664,-0.8481328000000019,3380.599171369953,41.5585072,0.8481328,49.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
117,8,2,2,5.6,1.2,60.175095,12.035018999999991,1986.2186485554405,72.21011399999999,1.2035019,59.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
118,8,2,3,6.8,0.98,47.275729999999996,-0.9455146000000028,2826.4576240077954,46.33021539999999,0.9455146,48.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
119,8,2,4,6.1,0.89,53.3012,-5.863132,2346.759967225184,47.438068,1.066024,44.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
120,8,3,1,8.9,0.86,39.10021325274613,-5.474029855384458,3990.3272687735966,33.62618339736167,0.79,42.56478911058439,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
121,8,3,2,8.5,0.86,39.81853,-5.5745942,3804.1989632496698,34.2439358,0.7963706,43.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
122,8,3,3,7.6,0.85,42.8516,-6.42774,3322.95250850423,36.42386,0.857032,42.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
