,round,group,player_slot,cost,break_even_bid_no_rym,percentile_no_rym,correction_factor,break_even_bid_rym,percentile_rym,max_bid_no_rym,max_bid_rym,ws,other_costs,cost_A,cost_B,production,id_scenario
62,4,4,3,50.103128,50.103128,61.80844735276621,1.066024,46.99999999999999,33.908387864366446,90.3,70,6.1,0.94,53.3012,-3.1980720000000034,2346.759967225184,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
63,4,4,4,34.349378400000006,34.349378400000006,4.878048780487805,0.8481328,40.50000000000001,4.104699583581201,90.3,70,7.7,0.81,42.40664,-8.057261599999997,3380.599171369953,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
64,5,1,1,35.995343999999996,35.995343999999996,9.042236763831053,0.857032,41.99999999999999,9.666864961332541,90.3,70,7.6,0.84,42.8516,-6.856256000000002,3322.95250850423,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
65,5,1,2,42.01065140000001,42.01065140000001,29.863176680547294,0.7926538000000001,53.00000000000001,64.03926234384295,90.3,70,8.6,1.06,39.632690000000004,2.3779614000000038,3852.355352958242,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
66,5,1,3,67.39610640000001,67.39610640000001,92.26650803093396,1.2035019,56.00000000000001,78.28673408685306,90.3,70,5.6,1.12,60.175095,7.221011400000009,1986.2186485554405,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
67,5,1,4,41.01308590000001,41.01308590000001,25.81796549672814,0.7963706,51.50000000000001,56.98988697204045,90.3,70,8.5,1.03,39.81853,1.1945559000000046,3804.1989632496698,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
68,5,2,1,41.1137266,41.1137266,25.996430696014276,0.8141332,50.5,51.279000594883996,90.3,70,8.1,1.01,40.70666,0.4070666000000003,3600.84695020913,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
69,5,2,2,40.2908352,40.2908352,23.259964306960143,0.8393924,47.99999999999999,38.548483045806066,90.3,70,7.8,0.96,41.96962,-1.6787848000000025,3437.2208174516622,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
70,5,2,3,58.53261379999999,58.53261379999999,81.08268887566925,0.9920782,58.99999999999999,91.99881023200476,90.3,70,6.5,1.18,49.60391,8.928703799999994,2625.3696471309936,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
71,5,2,4,46.223237600000004,46.223237600000004,47.531231409875076,0.8481328,54.50000000000001,71.23735871505056,90.3,70,7.7,1.09,42.40664,3.8165976000000015,3380.599171369953,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
72,5,3,1,50.464625,50.464625,63.05770374776918,1.0092925,50.0,48.98869720404521,90.3,70,6.4,1.0,50.464625,0.0,2556.7585973306004,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
73,5,3,2,36.58444790000001,36.58444790000001,10.648423557406305,0.8040538,45.50000000000001,27.6918500892326,90.3,70,8.3,0.91,40.202690000000004,-3.6182420999999962,3704.6590150147713,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
74,5,3,3,57.565296000000004,57.565296000000004,79.3575252825699,1.066024,54.0,67.965496728138,90.3,70,6.1,1.08,53.3012,4.264096000000002,2346.759967225184,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
75,5,3,4,61.539015600000006,61.539015600000006,85.78227245687091,1.1396114,54.00000000000001,68.94705532421177,90.3,70,5.8,1.08,56.98057,4.558445600000006,2131.626659462528,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
76,5,4,1,42.64096000000001,42.64096000000001,32.3022010707912,1.066024,40.0,1.041046995835812,90.3,70,6.1,0.8,53.3012,-10.660239999999995,2346.759967225184,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
77,5,4,2,40.844453925103295,40.844453925103295,25.401546698393812,0.79,51.70184041152316,57.28732897085069,90.3,70,8.8,1.04,39.2735133895224,1.5709405355808954,3945.422474128707,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
78,5,4,3,52.65732199999999,52.65732199999999,68.94705532421177,0.9319879999999999,56.5,81.05294467578823,90.3,70,6.9,1.13,46.599399999999996,6.057921999999998,2891.793697192464,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
79,5,4,4,43.448393800000005,43.448393800000005,35.75252825698988,0.9763684,44.50000000000001,22.903033908387865,90.3,70,6.6,0.89,48.81842,-5.370026199999998,2693.2139720893097,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
80,6,1,1,58.513355250000004,58.513355250000004,81.0232004759072,1.1145401,52.50000000000001,61.71921475312314,90.3,70,5.9,1.05,55.727005,2.7863502500000052,2203.80697148829,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
81,6,1,2,44.8203204,44.8203204,41.522903033908385,0.8223912,54.5,70.2558001189768,90.3,70,8.0,1.09,41.11956,3.7007604,3547.3526180837684,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
82,6,1,3,39.542920200000005,39.542920200000005,20.582986317668055,0.9763684,40.50000000000001,4.104699583581201,90.3,70,6.6,0.81,48.81842,-9.275499799999999,2693.2139720893097,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
83,6,1,4,43.6910115,43.6910115,36.70434265318263,1.0280238,42.50000000000001,13.563355145746579,90.3,70,6.3,0.85,51.40119,-7.710178499999998,2487.4220738687186,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
84,6,2,1,47.8412011,47.8412011,54.372397382510414,0.8040538,59.49999999999999,94.46757882212968,90.3,70,8.3,1.19,40.202690000000004,7.638511099999995,3704.6590150147713,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
85,6,2,2,35.724881599999996,35.724881599999996,8.209399167162402,0.8308112,43.0,15.080309339678763,90.3,70,7.9,0.86,41.54056,-5.815678400000003,3492.8080850201604,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
86,6,2,3,51.466610949999996,51.466610949999996,65.79417013682333,1.2401593,41.5,8.209399167162402,90.3,70,5.5,0.83,62.007965,-10.541354050000002,1913.1530304421865,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
87,6,2,4,42.0753997,42.0753997,30.279595478881618,0.9455146,44.5,21.951219512195124,90.3,70,6.8,0.89,47.275729999999996,-5.200330299999997,2826.4576240077954,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
88,6,3,1,37.386504,37.386504,13.206424747174301,0.8308112,45.00000000000001,25.10410469958358,90.3,70,7.9,0.9,41.54056,-4.154055999999997,3492.8080850201604,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
89,6,3,2,53.3268753,53.3268753,70.49375371802499,0.9608445999999999,55.5,75.01487209994052,90.3,70,6.7,1.11,48.042229999999996,5.284645300000001,2760.2544196832227,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
90,6,3,3,44.6753906,44.6753906,40.868530636525875,0.8846612,50.5,51.279000594883996,90.3,70,7.3,1.01,44.23306,0.44233059999999824,3143.974070805334,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
91,6,3,4,49.570116000000006,49.570116000000006,60.20226055919096,1.066024,46.5,31.52885187388459,90.3,70,6.1,0.93,53.3012,-3.7310839999999956,2346.759967225184,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
92,6,4,1,48.422307999999994,48.422307999999994,56.39500297441999,0.857032,56.49999999999999,80.1308744794765,90.3,70,7.6,1.13,42.8516,5.570707999999996,3322.95250850423,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
93,6,4,2,41.796740099999994,41.796740099999994,28.792385484830458,0.9608445999999999,43.49999999999999,16.62700773349197,90.3,70,6.7,0.87,48.042229999999996,-6.245489900000003,2760.2544196832227,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
94,6,4,3,39.3674234,39.3674234,19.571683521713265,0.8846612,44.5,21.951219512195124,90.3,70,7.3,0.89,44.23306,-4.865636600000002,3143.974070805334,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
95,6,4,4,47.9195032,47.9195032,54.72932778108269,0.8481328,56.5,81.05294467578823,90.3,70,7.7,1.13,42.40664,5.512863199999998,3380.599171369953,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
96,7,1,1,45.1395581,45.1395581,42.71267102914931,0.9920782,45.5,26.76977989292088,90.3,70,6.5,0.91,49.60391,-4.464351899999997,2625.3696471309936,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
