,round,group,player_slot,cost,break_even_bid_no_rym,percentile_no_rym,correction_factor,break_even_bid_rym,percentile_rym,max_bid_no_rym,max_bid_rym,ws,other_costs,cost_A,cost_B,production,id_scenario
10,1,3,3,76.18939910046046,76.18939910046046,97.79892920880428,1.29,59.06154969027943,93.57525282569898,90.3,70,5.3,1.16,65.6805164659142,10.508882634546268,1766.7501763451485,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
11,1,3,4,37.27952,37.27952,12.849494348602022,0.9319879999999999,40.0,1.041046995835812,90.3,70,6.9,0.8,46.599399999999996,-9.319879999999998,2891.793697192464,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
12,1,4,1,40.2848325,40.2848325,23.14098750743605,0.8952185,45.0,24.15229030339084,90.3,70,7.2,0.9,44.760925,-4.4760925,3082.3461630779525,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
13,1,4,2,46.599399999999996,46.599399999999996,49.25639500297442,0.9319879999999999,50.0,48.98869720404521,90.3,70,6.9,1.0,46.599399999999996,0.0,2891.793697192464,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
14,1,4,3,59.41337921769421,59.41337921769421,82.5698988697204,1.29,46.05688311449163,30.517549077929804,90.3,70,5.2,0.88,67.51520365647069,-8.101824438776482,1693.6122771870748,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
15,1,4,4,57.170253699999996,57.170253699999996,78.76264128494944,0.9608445999999999,59.5,95.35990481856038,90.3,70,6.7,1.19,48.042229999999996,9.1280237,2760.2544196832227,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
16,2,1,1,41.055223915383436,41.055223915383436,25.93694229625223,0.79,51.96863786757397,57.64425936942296,90.3,70,8.9,1.05,39.10021325274613,1.9550106626373065,3990.3272687735966,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
17,2,1,2,40.45171879120807,40.45171879120807,23.854848304580607,0.79,51.204707330643124,54.84830458060678,90.3,70,8.8,1.03,39.2735133895224,1.1782054016856733,3945.422474128707,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
18,2,1,3,36.893776800000005,36.893776800000005,11.659726353361094,0.8481328,43.50000000000001,18.233194527067223,90.3,70,7.7,0.87,42.40664,-5.512863199999998,3380.599171369953,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
19,2,1,4,53.561735799999994,53.561735799999994,71.08863771564545,1.1396114,47.0,34.889946460440214,90.3,70,5.8,0.94,56.98057,-3.4188342000000063,2131.626659462528,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
20,2,2,1,46.9858654,46.9858654,51.04104699583581,0.7963706,59.0,92.9506246281975,90.3,70,8.5,1.18,39.81853,7.167335399999999,3804.1989632496698,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
21,2,2,2,35.836677,35.836677,8.685306365258775,0.7963706,45.0,24.15229030339084,90.3,70,8.5,0.9,39.81853,-3.981853000000001,3804.1989632496698,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
22,2,2,3,57.76809119999999,57.76809119999999,79.89292088042832,1.2035019,47.99999999999999,38.548483045806066,90.3,70,5.6,0.96,60.175095,-2.4070038000000054,1986.2186485554405,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
23,2,2,4,47.565276000000004,47.565276000000004,53.42058298631767,0.857032,55.50000000000001,75.93694229625223,90.3,70,7.6,1.11,42.8516,4.713676000000007,3322.95250850423,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
24,2,3,1,51.9152019,51.9152019,66.98393813206425,1.0280238,50.5,51.279000594883996,90.3,70,6.3,1.01,51.40119,0.5140118999999999,2487.4220738687186,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
25,2,3,2,51.0920273,51.0920273,64.78286734086853,0.9920782,51.5,56.12730517549078,90.3,70,6.5,1.03,49.60391,1.488117299999999,2625.3696471309936,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
26,2,3,3,67.99785734999999,67.99785734999999,92.80190362879239,1.2035019,56.49999999999999,80.1308744794765,90.3,70,5.6,1.13,60.175095,7.822762349999991,1986.2186485554405,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
27,2,3,4,53.26550075,53.26550075,70.31528851873884,0.8952185,59.5,95.35990481856038,90.3,70,7.2,1.19,44.760925,8.50457575,3082.3461630779525,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
28,2,4,1,56.52038,56.52038,77.27543129089827,1.0092925,56.00000000000001,78.28673408685306,90.3,70,6.4,1.12,50.464625,6.055755000000005,2556.7585973306004,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
29,2,4,2,54.1575855,54.1575855,72.45687091017251,1.2035019,45.0,24.15229030339084,90.3,70,5.6,0.9,60.175095,-6.017509499999996,1986.2186485554405,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
30,2,4,3,40.460332,40.460332,23.914336704342652,0.919553,44.0,19.631171921475314,90.3,70,7.0,0.88,45.97765,-5.517317999999996,2956.235927864234,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
31,2,4,4,38.192555500000005,38.192555500000005,15.823914336704343,0.8040538,47.5,37.03152885187389,90.3,70,8.3,0.95,40.202690000000004,-2.0101344999999995,3704.6590150147713,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
32,3,1,1,39.54077899999999,39.54077899999999,20.52349791790601,0.919553,42.99999999999999,14.247471743010113,90.3,70,7.0,0.86,45.97765,-6.436871000000004,2956.235927864234,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
33,3,1,2,81.8429028056491,81.8429028056491,99.58358120166568,1.29,63.444110702053564,99.58358120166568,90.3,70,5.0,1.15,71.16774157012966,10.67516123551944,1548.0076471579075,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
34,3,1,3,45.36475,45.36475,43.7239738251041,0.907295,50.0,48.98869720404521,90.3,70,7.1,1.0,45.36475,0.0,3019.760489755876,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
35,3,1,4,45.584456,45.584456,44.735276621058894,1.1396114,40.00000000000001,2.022605591909578,90.3,70,5.8,0.8,56.98057,-11.396113999999997,2131.626659462528,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
36,3,2,1,44.77078333418975,44.77078333418975,41.16597263533611,0.79,56.67187763821487,81.55859607376561,90.3,70,9.0,1.15,38.9311159427737,5.83966739141605,4034.143044805663,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
37,3,2,2,70.93495778318733,70.93495778318733,95.0029744199881,1.29,54.98833936681188,72.21891731112433,90.3,70,5.3,1.08,65.6805164659142,5.254441317273134,1766.7501763451485,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
38,3,2,3,38.161449499999996,38.161449499999996,15.645449137418204,0.919553,41.5,8.209399167162402,90.3,70,7.0,0.83,45.97765,-7.816200500000001,2956.235927864234,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
39,3,2,4,38.31820898769121,38.31820898769121,16.299821534800714,0.79,48.504062009735705,42.59369422962522,90.3,70,8.9,0.98,39.10021325274613,-0.7820042650549226,3990.3272687735966,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
40,3,3,1,45.3751048,45.3751048,43.842950624628195,0.8481328,53.5,65.55621653777513,90.3,70,7.7,1.07,42.40664,2.9684647999999996,3380.599171369953,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
41,3,3,2,79.74702388287841,79.74702388287841,99.1076740035693,1.29,61.81939835882047,99.1076740035693,90.3,70,5.1,1.15,69.3452381590247,10.401785723853706,1620.6598526034632,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
42,3,3,3,45.368658757157924,45.368658757157924,43.78346222486615,0.79,57.42868197108598,84.2355740630577,90.3,70,8.7,1.15,39.45100761491994,5.917651142237986,3899.430925071707,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
43,3,3,4,32.98975124719882,32.98975124719882,2.201070791195717,0.79,41.75917879392255,9.161213563355146,90.3,70,8.8,0.84,39.2735133895224,-6.283762142323582,3945.422474128707,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
44,3,4,1,47.3538674,47.3538674,52.52825698988697,0.9763684,48.5,41.760856632956575,90.3,70,6.6,0.97,48.81842,-1.4645526000000046,2693.2139720893097,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
45,3,4,2,36.893776800000005,36.893776800000005,11.659726353361094,0.8481328,43.50000000000001,18.233194527067223,90.3,70,7.7,0.87,42.40664,-5.512863199999998,3380.599171369953,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
46,3,4,3,33.379461199999994,33.379461199999994,2.8554431885782274,0.8141332,40.99999999999999,5.145746579417014,90.3,70,8.1,0.82,40.70666,-7.327198800000005,3600.84695020913,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
47,3,4,4,44.80956480000001,44.80956480000001,41.46341463414634,0.8001708000000001,56.00000000000001,78.28673408685306,90.3,70,8.4,1.12,40.00854,4.8010248000000075,3754.965449409183,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
48,4,1,1,41.627660250000005,41.627660250000005,28.43545508625818,0.8952185,46.50000000000001,32.45092207019631,90.3,70,7.2,0.93,44.760925,-3.133264749999995,3082.3461630779525,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
49,4,1,2,45.8893148,45.8893148,46.10350981558596,0.9763684,47.0,34.889946460440214,90.3,70,6.6,0.94,48.81842,-2.929105200000002,2693.2139720893097,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
50,4,1,3,49.343472,49.343472,59.4883997620464,0.8223912,60.0,97.5609756097561,90.3,70,8.0,1.2,41.11956,8.223911999999999,3547.3526180837684,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
51,4,1,4,58.098308,58.098308,80.42831647828673,1.066024,54.5,70.2558001189768,90.3,70,6.1,1.09,53.3012,4.7971080000000015,2346.759967225184,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
52,4,2,1,33.7702596,33.7702596,3.569303985722784,0.8040538,42.0,10.618679357525282,90.3,70,8.3,0.84,40.202690000000004,-6.432430400000001,3704.6590150147713,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
53,4,2,2,57.65067599999999,57.65067599999999,79.65496728138014,0.9608445999999999,59.99999999999999,96.60916121356335,90.3,70,6.7,1.2,48.042229999999996,9.608445999999994,2760.2544196832227,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
54,4,2,3,32.34982624423435,32.34982624423435,1.189767995240928,0.79,40.94914714460044,4.759071980963712,90.3,70,8.7,0.82,39.45100761491994,-7.1011813706855875,3899.430925071707,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
55,4,2,4,42.42100800000001,42.42100800000001,31.52885187388459,0.8080192,52.50000000000001,61.71921475312314,90.3,70,8.2,1.05,40.400960000000005,2.0200480000000027,3653.284405406161,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
56,4,3,1,52.870429599999994,52.870429599999994,69.36347412254611,1.0469392,50.5,51.279000594883996,90.3,70,6.2,1.01,52.346959999999996,0.5234695999999985,2417.4057379964315,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
57,4,3,2,35.0765478,35.0765478,6.603212373587151,0.8660876,40.5,3.1528851873884594,90.3,70,7.5,0.81,43.304379999999995,-8.227832199999995,3264.2913304677227,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
58,4,3,3,63.464291437082444,63.464291437082444,88.28078524687686,1.29,49.19712514502515,45.15169541939322,90.3,70,5.2,0.94,67.51520365647069,-4.050912219388245,1693.6122771870748,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
59,4,3,4,42.89493125,42.89493125,33.49196906603213,1.0092925,42.5,12.819750148720999,90.3,70,6.4,0.85,50.464625,-7.569693749999999,2556.7585973306004,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
60,4,4,1,39.320427102201435,39.320427102201435,19.51219512195122,0.79,49.772692534432196,47.70969660916121,90.3,70,9.0,1.01,38.9311159427737,0.3893111594277343,4034.143044805663,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
61,4,4,2,48.0338588,48.0338588,55.20523497917906,0.8141332,59.0,92.9506246281975,90.3,70,8.1,1.18,40.70666,7.327198799999998,3600.84695020913,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
62,4,4,3,48.14139000000001,48.14139000000001,55.68114217727543,0.875298,55.00000000000001,73.4681737061273,90.3,70,7.4,1.1,43.764900000000004,4.376490000000004,3204.6274315761634,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
63,4,4,4,47.36795425,47.36795425,52.706722189173114,1.1145401,42.5,12.819750148720999,90.3,70,5.9,0.85,55.727005,-8.359050750000002,2203.80697148829,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
64,5,1,1,39.056497538770735,39.056497538770735,18.85782272456871,0.79,49.43860447945662,45.3896490184414,90.3,70,8.7,0.99,39.45100761491994,-0.39451007614920286,3899.430925071707,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
65,5,1,2,58.1051256,58.1051256,80.48780487804878,1.0469392,55.5,75.01487209994052,90.3,70,6.2,1.11,52.346959999999996,5.758165600000005,2417.4057379964315,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
66,5,1,3,51.47506375,51.47506375,65.91314693634742,0.8952185,57.49999999999999,84.97917906008328,90.3,70,7.2,1.15,44.760925,6.7141387499999965,3082.3461630779525,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
67,5,1,4,43.82093210000001,43.82093210000001,37.35871505056514,0.8040538,54.50000000000001,71.23735871505056,90.3,70,8.3,1.09,40.202690000000004,3.6182421000000033,3704.6590150147713,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
68,5,2,1,33.128787200000005,33.128787200000005,2.379535990481856,0.8080192,41.00000000000001,6.69244497323022,90.3,70,8.2,0.82,40.400960000000005,-7.2721728,3653.284405406161,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
69,5,2,2,42.3349264,42.3349264,30.87447947650208,0.8141332,52.0,58.44735276621059,90.3,70,8.1,1.04,40.70666,1.6282664000000011,3600.84695020913,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
70,5,2,3,40.09904942105691,40.09904942105691,22.48661511005354,0.79,50.75829040640115,52.52825698988697,90.3,70,9.0,1.03,38.9311159427737,1.16793347828321,4034.143044805663,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
71,5,2,4,42.0752695,42.0752695,30.220107079119572,0.8952185,46.99999999999999,33.908387864366446,90.3,70,7.2,0.94,44.760925,-2.685655500000003,3082.3461630779525,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
72,5,3,1,55.5563792,55.5563792,75.55026769779893,0.9920782,56.0,77.33491969066033,90.3,70,6.5,1.12,49.60391,5.952469200000003,2625.3696471309936,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
73,5,3,2,38.1923542,38.1923542,15.764425936942295,0.8393924,45.49999999999999,26.085663295657348,90.3,70,7.8,0.91,41.96962,-3.777265800000002,3437.2208174516622,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
74,5,3,3,41.65629405876786,41.65629405876786,28.613920285544317,0.79,52.72948615033906,62.224866151100535,90.3,70,9.0,1.07,38.9311159427737,2.7251781159941615,4034.143044805663,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
75,5,3,4,36.75420045758136,36.75420045758136,11.183819155264723,0.79,46.524304376685265,32.89708506841166,90.3,70,8.9,0.94,39.10021325274613,-2.346012795164768,3990.3272687735966,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
76,5,4,1,45.560051800000004,45.560051800000004,44.6162998215348,0.8846612,51.5,56.12730517549078,90.3,70,7.3,1.03,44.23306,1.3269918000000018,3143.974070805334,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
77,5,4,2,46.812659,46.812659,50.267697798929206,0.8141332,57.49999999999999,84.97917906008328,90.3,70,8.1,1.15,40.70666,6.105998999999997,3600.84695020913,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
78,5,4,3,57.032284000000004,57.032284000000004,78.28673408685306,1.066024,53.5,65.55621653777513,90.3,70,6.1,1.07,53.3012,3.7310840000000027,2346.759967225184,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
79,5,4,4,42.8090124,42.8090124,32.95657346817371,0.8393924,51.0,53.599048185603806,90.3,70,7.8,1.02,41.96962,0.8393924000000013,3437.2208174516622,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
80,6,1,1,59.16433200000001,59.16433200000001,82.33194527067222,1.066024,55.50000000000001,75.93694229625223,90.3,70,6.1,1.11,53.3012,5.863132000000007,2346.759967225184,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
81,6,1,2,45.560051800000004,45.560051800000004,44.6162998215348,0.8846612,51.5,56.12730517549078,90.3,70,7.3,1.03,44.23306,1.3269918000000018,3143.974070805334,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
82,6,1,3,40.876346250000005,40.876346250000005,25.46103509815586,1.0092925,40.50000000000001,4.104699583581201,90.3,70,6.4,0.81,50.464625,-9.588278749999994,2556.7585973306004,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
83,6,1,4,45.16009449361749,45.16009449361749,42.83164782867341,0.79,57.164676574199355,83.99762046400951,90.3,70,9.0,1.16,38.9311159427737,6.228978550843792,4034.143044805663,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
84,6,2,1,33.995392200000005,33.995392200000005,4.045211183819156,0.8393924,40.50000000000001,4.104699583581201,90.3,70,7.8,0.81,41.96962,-7.974227799999994,3437.2208174516622,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
85,6,2,2,38.2933413,38.2933413,16.240333135038668,0.9455146,40.5,3.1528851873884594,90.3,70,6.8,0.81,47.275729999999996,-8.982388699999994,2826.4576240077954,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
86,6,2,3,61.71726196153199,61.71726196153199,85.96073765615705,1.29,47.842838729869754,38.01308744794765,90.3,70,5.1,0.89,69.3452381590247,-7.627976197492714,1620.6598526034632,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
87,6,2,4,39.463532,39.463532,20.226055919095778,0.8308112,47.5,37.03152885187389,90.3,70,7.9,0.95,41.54056,-2.0770279999999985,3492.8080850201604,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
88,6,3,1,38.047382400000004,38.047382400000004,15.229030339083879,0.7926538000000001,48.0,39.53004164187983,90.3,70,8.6,0.96,39.632690000000004,-1.5853076000000001,3852.355352958242,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
89,6,3,2,39.88221751780105,39.88221751780105,21.83224271267103,0.79,50.48381964278614,50.32718619869126,90.3,70,8.9,1.02,39.10021325274613,0.7820042650549226,3990.3272687735966,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
90,6,3,3,66.99412679523248,66.99412679523248,91.96906603212373,1.29,51.93343162421122,57.52528256989887,90.3,70,5.3,1.02,65.6805164659142,1.31361032931828,1766.7501763451485,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
91,6,3,4,43.5867336,43.5867336,36.04997025580012,0.8223912,53.0,63.08744794765021,90.3,70,8.0,1.06,41.11956,2.4671736000000024,3547.3526180837684,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
92,6,4,1,60.0132566,60.0132566,83.4622248661511,1.2768778,46.99999999999999,33.908387864366446,90.3,70,5.4,0.94,63.84389,-3.8306334000000035,1839.9646853205938,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
93,6,4,2,32.56417890000001,32.56417890000001,1.4277215942891137,0.8040538,40.50000000000001,4.104699583581201,90.3,70,8.3,0.81,40.202690000000004,-7.638511099999995,3704.6590150147713,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
94,6,4,3,40.828275000000005,40.828275000000005,25.28256989886972,0.907295,45.00000000000001,25.10410469958358,90.3,70,7.1,0.9,45.36475,-4.536474999999996,3019.760489755876,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
95,6,4,4,61.76941279999999,61.76941279999999,86.07971445568114,1.0469392,58.99999999999999,91.99881023200476,90.3,70,6.2,1.18,52.346959999999996,9.422452799999995,2417.4057379964315,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
96,7,1,1,32.9723946,32.9723946,2.1415823914336705,0.8141332,40.5,3.1528851873884594,90.3,70,8.1,0.81,40.70666,-7.734265399999998,3600.84695020913,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
97,7,1,2,63.104166724712485,63.104166724712485,87.8048780487805,1.29,48.91795870132751,42.9506246281975,90.3,70,5.1,0.91,69.3452381590247,-6.241071434312218,1620.6598526034632,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
